Periode,Année,Mois,Production totale brute d'electricite (en GWh),Production totale nette d'electricite (en GWh),Production brute d'electricite primaire (en GWh),Production nette d'electricite primaire (en GWh),Production brute d'electricite nucleaire (en GWh),Production nette d'electricite nucleaire (en GWh),Production brute d'electricite hydraulique (en GWh),Production nette d'electricite hydraulique (en GWh),Production brute d'electricite eolienne (en GWh),Production nette d'electricite eolienne (en GWh),Production brute d'electricite photovoltaeque (en GWh),Production nette d'electricite photovoltaeque (en GWh),Production brute d'electricite thermique (en GWh),Production nette d'electricite thermique (en GWh),electricite absorbee pour les pompages (en GWh),Total des importations physiques d'electricite (en GWh),Total des exportations physiques d'electricite (en GWh),Energie appelee reelle yc pertes (consommation calculee yc pertes) (en GWh),Livraisons en basse tension (BT : FC + Corse) (en GWh),Livraisons en moyenne tension (MT : FC + Corse) (en GWh),Livraisons en haute tension (en GWh),Energie appelee reelle yc pertes corrigee du climat (en GWh),Livraisons en basse tension corrigees du climat (en GWh),Livraisons en moyenne tension corrigees du climat (en GWh),Consommation d'electricite primaire (en GWh),Consommation d'electricite primaire corrigee du climat (en GWh),Puissance maximale appelee (en GW),Indice de rigueur climatique pour la France metropolitaine (ref.1 pour la periode 1986-2015) (sans unite)
X01.03.03,2003,3,4.995627e+04,4.779900e+04,4.385491e+04,4.204300e+04,3.765700e+04,3.592100e+04,6.197913e+03,6.122000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.101360e+03,5.756000e+03,5.980000e+02,3.480000e+02,7.293000e+03,4.025600e+04,1.469100e+04,1.298900e+04,9.337000e+03,4.182540e+04,1.599993e+04,1.312320e+04,3.450000e+04,3.628084e+04,6.585300e+01,7.954795e-01
avr.03,2003,4,4.526332e+04,4.329800e+04,4.104346e+04,3.931700e+04,3.618900e+04,3.452200e+04,4.854458e+03,4.795000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.219860e+03,3.981000e+03,6.560000e+02,4.240000e+02,5.952000e+03,3.711400e+04,1.221800e+04,1.241600e+04,9.482000e+03,3.795533e+04,1.290786e+04,1.249950e+04,3.313300e+04,3.423068e+04,6.802200e+01,8.663871e-01
X01.05.03,2003,5,42462.292000,40650.000000,39775.192000,38115.000000,34126.000000,32535.000000, 5649.192000, 5580.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2687.100000, 2535.000000,  681.000000,  327.000000, 6394.000000,33902.000000,10708.000000,11131.000000, 9514.000000,34293.996471,11029.782781,11171.740532,31367.000000,31925.842541,   56.073000,    0.927065
X01.06.03,2003,6,40726.756,38859.000,37987.716,36275.000,32704.000,31056.000, 5283.716, 5219.000,    0.000,    0.000,    0.000,    0.000, 2739.040, 2584.000,  493.000,  878.000, 5953.000,33291.000, 8942.000,12483.000, 9256.000,33291.000, 8942.000,12483.000,30707.000,30707.000,   57.450,    1.000
juil.03,2003,7,42004.506,40115.000,38778.926,37072.000,34866.000,33207.000, 3912.926, 3865.000,    0.000,    0.000,    0.000,    0.000, 3225.580, 3043.000,  551.000,  635.000, 5606.000,34593.000, 9485.000,12679.000, 9539.000,34593.000, 9485.000,12679.000,31550.000,31550.000,   57.723,    1.000
aoet.03,2003,8,38741.254,36850.000,35421.334,33718.000,31720.000,30062.000, 3701.334, 3656.000,    0.000,    0.000,    0.000,    0.000, 3319.920, 3132.000,  576.000,  477.000, 4961.000,31790.000, 8886.000,11737.000, 8332.000,31790.000, 8886.000,11737.000,28658.000,28658.000,   53.630,    1.000
sept.03,2003,9,40117.679,38300.000,36483.999,34872.000,33055.000,31485.000, 3428.999, 3387.000,    0.000,    0.000,    0.000,    0.000, 3633.680, 3428.000,  624.000,  828.000, 5232.000,33272.000, 9677.000,11680.000, 9311.000,33272.000, 9677.000,11680.000,29844.000,29844.000,   55.319,    1.000
oct.03,2003,10,46639.821600,44609.000000,41945.081600,40180.000000,37203.000000,35496.000000, 4742.081600, 4684.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4694.740000, 4429.000000,  648.000000,  695.000000, 4588.000000,40068.000000,13878.000000,13027.000000, 9779.000000,36797.343736,11252.710969,12657.860700,35639.000000,31262.783021,   70.680000,    1.583257
nov.03,2003,11,5.075017e+04,4.856000e+04,4.395875e+04,4.215300e+04,3.948900e+04,3.773800e+04,4.469746e+03,4.415000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.791420e+03,6.407000e+03,7.930000e+02,3.300000e+02,6.621000e+03,4.147600e+04,1.537600e+04,1.315100e+04,9.039000e+03,4.240893e+04,1.614246e+04,1.322952e+04,3.506900e+04,3.609736e+04,7.214500e+01,8.812974e-01
dec.03,2003,12,5.551011e+04,5.319300e+04,4.919145e+04,4.723200e+04,4.360300e+04,4.171200e+04,5.588448e+03,5.520000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.318660e+03,5.961000e+03,7.310000e+02,3.620000e+02,6.723000e+03,4.610100e+04,2.058100e+04,1.303800e+04,8.260000e+03,4.624788e+04,2.070469e+04,1.304774e+04,4.014000e+04,4.028439e+04,7.754600e+01,9.850653e-01
janv.04,2004,1,5.770607e+04,5.523200e+04,5.072703e+04,4.864800e+04,4.370300e+04,4.171000e+04,7.024031e+03,6.938000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.979040e+03,6.584000e+03,7.440000e+02,4.460000e+02,6.490000e+03,4.844400e+04,2.127200e+04,1.380700e+04,8.896000e+03,4.877068e+04,2.154652e+04,1.382902e+04,4.186000e+04,4.218247e+04,7.876500e+01,9.681477e-01
fevr.04,2004,2,50848.227600,48693.000000,44135.247600,42360.000000,37910.000000,36211.000000, 6225.247600, 6149.000000,    0.000000,    0.000000,    0.000000,    0.000000, 6712.980000, 6333.000000,  555.000000,  522.000000, 4844.000000,43816.000000,18479.000000,13074.000000, 8382.000000,43792.839510,18459.607558,13072.283391,37483.000000,37459.388588,   76.384000,    1.002626
X01.03.04,2004,3,52132.8256,49810.0000,44413.9056,42528.0000,37890.0000,36084.0000, 6523.9056, 6444.0000,    0.0000,    0.0000,    0.0000,    0.0000, 7718.9200, 7282.0000,  602.0000,  724.0000, 4836.0000,45096.0000,18084.0000,14033.0000, 9100.0000,43984.8792,17162.0568,13939.3972,37814.0000,36633.2405,   76.6800,    1.1343
avr.04,2004,4,4.559156e+04,4.357200e+04,4.103038e+04,3.926900e+04,3.561100e+04,3.391600e+04,5.419377e+03,5.353000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.561180e+03,4.303000e+03,5.850000e+02,4.230000e+02,5.039000e+03,3.837100e+04,1.361700e+04,1.236000e+04,9.338000e+03,3.840234e+04,1.364291e+04,1.236293e+04,3.406800e+04,3.410686e+04,6.653500e+01,9.952527e-01
X01.05.04,2004,5,43521.868800,41526.000000,40200.888800,38393.000000,33760.000000,32031.000000, 6440.888800, 6362.000000,    0.000000,    0.000000,    0.000000,    0.000000, 3320.980000, 3133.000000,  650.000000,  253.000000, 5623.000000,35506.000000,11139.000000,11891.000000, 9801.000000,34035.966045, 9954.062233,11716.655258,32373.000000,30214.918379,   61.769000,    1.297602
X01.06.04,2004,6,41611.466,39680.000,38280.946,36538.000,32162.000,30494.000, 6118.946, 6044.000,    0.000,    0.000,    0.000,    0.000, 3330.520, 3142.000,  496.000,  477.000, 5556.000,34105.000, 9481.000,12368.000, 9671.000,34105.000, 9481.000,12368.000,30963.000,30963.000,   57.240,    1.000
juil.04,2004,7,41898.426,39938.000,39045.966,37247.000,34150.000,32411.000, 4895.966, 4836.000,    0.000,    0.000,    0.000,    0.000, 2852.460, 2691.000,  592.000,  713.000, 5289.000,34770.000, 9942.000,12374.000, 9909.000,34770.000, 9942.000,12374.000,32079.000,32079.000,   56.530,    1.000
aoet.04,2004,8,39533.102,37660.000,36493.022,34792.000,32164.000,30516.000, 4329.022, 4276.000,    0.000,    0.000,    0.000,    0.000, 3040.080, 2868.000,  453.000,  445.000, 5728.000,31924.000, 9652.000,10921.000, 8886.000,31924.000, 9652.000,10921.000,29056.000,29056.000,   54.530,    1.000
sept.04,2004,9,42164.221,40257.000,38777.521,37062.000,34816.000,33149.000, 3961.521, 3913.000,    0.000,    0.000,    0.000,    0.000, 3386.700, 3195.000,  558.000,  395.000, 5562.000,34532.000, 9993.000,12182.000, 9711.000,34532.000, 9993.000,12182.000,31337.000,31337.000,   57.529,    1.000
oct.04,2004,10,4.755144e+04,4.553700e+04,4.372590e+04,4.192800e+04,3.940700e+04,3.766200e+04,4.318898e+03,4.266000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.825540e+03,3.609000e+03,7.790000e+02,3.230000e+02,6.522000e+03,3.855900e+04,1.268700e+04,1.254100e+04,9.960000e+03,3.947133e+04,1.343202e+04,1.262856e+04,3.495000e+04,3.615316e+04,6.411900e+01,8.613356e-01
nov.04,2004,11,52247.028000,50038.000000,45554.188000,43724.000000,41130.000000,39354.000000, 4424.188000, 4370.000000,    0.000000,    0.000000,    0.000000,    0.000000, 6692.840000, 6314.000000,  701.000000,  513.000000, 6148.000000,43702.000000,16952.000000,13260.000000, 9506.000000,43174.003650,16515.772442,13216.364873,37388.000000,36804.730722,   76.730000,    1.066032
dec.04,2004,12,57812.689600,55354.000000,50390.569600,48352.000000,45527.000000,43548.000000, 4863.569600, 4804.000000,    0.000000,    0.000000,    0.000000,    0.000000, 7422.120000, 7002.000000,  609.000000,  449.000000, 5974.000000,49220.000000,21528.000000,13962.000000, 9113.000000,48261.617669,20726.667316,13894.849809,42218.000000,41260.865514,   81.400000,    1.096655
janv.05,2005,1,5.710696e+04,5.467400e+04,4.949192e+04,4.749000e+04,4.441600e+04,4.247500e+04,4.973921e+03,4.913000e+03,1.020000e+02,1.020000e+02,0.000000e+00,0.000000e+00,7.615040e+03,7.184000e+03,5.730000e+02,7.300000e+02,5.595000e+03,4.923600e+04,2.121000e+04,1.444300e+04,8.865000e+03,4.955176e+04,2.147333e+04,1.446517e+04,4.205200e+04,4.236371e+04,8.470000e+01,9.693423e-01
fevr.05,2005,2,51869.347200,49635.000000,43503.827200,41743.000000,38128.000000,36432.000000, 5292.827200, 5228.000000,   83.000000,   83.000000,    0.000000,    0.000000, 8365.520000, 7892.000000,  455.000000, 1202.000000, 4086.000000,46296.000000,20169.000000,13535.000000, 8080.000000,44785.116663,18916.472603,13423.894484,38404.000000,36936.578128,   86.000000,    1.165534
X01.03.05,2005,3,52166.738000,49795.000000,43679.318000,41788.000000,38607.000000,36777.000000, 5006.318000, 4945.000000,   66.000000,   66.000000,    0.000000,    0.000000, 8487.420000, 8007.000000,  626.000000, 1068.000000, 4874.000000,45363.000000,18216.000000,13961.000000, 8946.000000,44803.756439,17754.266216,13915.761737,37356.000000,36782.047339,   83.000000,    1.065017
avr.05,2005,4,4.564716e+04,4.360400e+04,4.105842e+04,3.927500e+04,3.499600e+04,3.328600e+04,5.994420e+03,5.921000e+03,6.800000e+01,6.800000e+01,0.000000e+00,0.000000e+00,4.588740e+03,4.329000e+03,5.460000e+02,5.300000e+02,5.019000e+03,3.856900e+04,1.347800e+04,1.255500e+04,9.396000e+03,3.886900e+04,1.372524e+04,1.258333e+04,3.424000e+04,3.461412e+04,6.476000e+01,9.549658e-01
X01.05.05,2005,5,44527.315200,42507.000000,41352.615200,39512.000000,35110.000000,33345.000000, 6173.615200, 6098.000000,   69.000000,   69.000000,    0.000000,    0.000000, 3174.700000, 2995.000000,  532.000000,  201.000000, 6899.000000,35277.000000,10972.000000,12035.000000, 9553.000000,34959.297083,10714.773324,11998.992926,32282.000000,31823.611481,   57.900000,    1.060017
X01.06.05,2005,6,43026.006,41065.000,39579.946,37814.000,34554.000,32849.000, 4975.946, 4915.000,   50.000,   50.000,    0.000,    0.000, 3446.060, 3251.000,  533.000,  409.000, 6305.000,34636.000, 9859.000,12656.000, 9298.000,34636.000, 9859.000,12656.000,31385.000,31385.000,   59.917,    1.000
juil.05,2005,7,42092.402,40033.000,38150.262,36314.000,33894.000,32109.000, 4185.262, 4134.000,   71.000,   71.000,    0.000,    0.000, 3942.140, 3719.000,  482.000,  667.000, 5268.000,34950.000, 9954.000,12563.000, 9409.000,34950.000, 9954.000,12563.000,31231.000,31231.000,   57.718,    1.000
aoet.05,2005,8,41236.024,39259.000,38698.384,36865.000,34921.000,33133.000, 3705.384, 3660.000,   72.000,   72.000,    0.000,    0.000, 2537.640, 2394.000,  448.000,  242.000, 7050.000,32003.000, 9671.000,11217.000, 8405.000,32003.000, 9671.000,11217.000,29609.000,29609.000,   56.800,    1.000
sept.05,2005,9,42763.302,40795.000,39057.542,37299.000,35121.000,33410.000, 3881.542, 3834.000,   55.000,   55.000,    0.000,    0.000, 3705.760, 3496.000,  492.000,  359.000, 6092.000,34570.000,10066.000,12359.000, 9348.000,34570.000,10066.000,12359.000,31074.000,31074.000,   56.990,    1.000
oct.05,2005,10,4.575454e+04,4.362700e+04,4.139900e+04,3.951800e+04,3.755000e+04,3.571500e+04,3.756004e+03,3.710000e+03,9.300000e+01,9.300000e+01,0.000000e+00,0.000000e+00,4.355540e+03,4.109000e+03,7.120000e+02,2.780000e+02,6.169000e+03,3.702400e+04,1.184600e+04,1.243300e+04,9.543000e+03,4.136410e+04,1.543829e+04,1.280546e+04,3.291500e+04,3.825600e+04,6.142000e+01,4.182828e-01
nov.05,2005,11,51757.092400,49440.000000,44242.752400,42351.000000,40239.000000,38395.000000, 3898.752400, 3851.000000,  105.000000,  105.000000,    0.000000,    0.000000, 7514.340000, 7089.000000,  603.000000,  471.000000, 5907.000000,43401.000000,17123.000000,13433.000000, 9225.000000,42318.762926,16223.488681,13340.541709,36312.000000,35142.901122,   80.380000,    1.138612
dec.05,2005,12,57390.157600,54892.000000,48447.997600,46456.000000,43992.000000,42053.000000, 4326.997600, 4274.000000,  129.000000,  129.000000,    0.000000,    0.000000, 8942.160000, 8436.000000,  638.000000, 1057.000000, 4340.000000,50971.000000,23069.000000,14741.000000, 8703.000000,49186.901559,21568.065064,14613.876417,42535.000000,40830.162309,   82.370000,    1.173977
janv.06,2006,1,58702.774112,56145.251000,49165.954112,47148.251000,44734.000000,42769.000000, 4302.954112, 4250.251000,  129.000000,  129.000000,    0.000000,    0.000000, 9536.820000, 8997.000000,  731.000000, 1167.000000, 3974.000000,52607.251000,23385.000000,15303.000000, 8700.000000,51289.451456,22291.228985,15209.712508,43610.251000,42363.065573,   86.280000,    1.122668
fevr.06,2006,2,50508.38402,48302.95300,41564.10402,39864.95300,36761.00000,35119.00000, 4666.10402, 4608.95300,  137.00000,  137.00000,    0.00000,    0.00000, 8944.28000, 8438.00000,  652.00000, 1824.00000, 2779.00000,46695.95300,20509.00000,13815.00000, 7809.00000,45461.33439,19485.16875,13724.85493,38257.95300,37088.67761,   83.23900,    1.13136
X01.03.06,2006,3,52687.582780,50347.450000,43996.642780,42148.450000,37090.000000,35324.000000, 6710.642780, 6628.450000,  196.000000,  196.000000,    0.000000,    0.000000, 8690.940000, 8199.000000,  718.000000, 1427.000000, 4017.000000,47039.450000,19417.000000,14571.000000, 8699.000000,45771.563284,18369.549519,14467.878349,38840.450000,37555.575626,   76.668000,    1.142553
avr.06,2006,4,4.718005e+04,4.517399e+04,4.498373e+04,4.310199e+04,3.767500e+04,3.588100e+04,7.163728e+03,7.075986e+03,1.450000e+02,1.450000e+02,0.000000e+00,0.000000e+00,2.196320e+03,2.072000e+03,5.980000e+02,1.100000e+02,7.358000e+03,3.732799e+04,1.355700e+04,1.235100e+04,8.329000e+03,3.746419e+04,1.366923e+04,1.236369e+04,3.525599e+04,3.543053e+04,6.858100e+01,9.794733e-01
X01.05.06,2006,5,4.456687e+04,4.262289e+04,4.277441e+04,4.093189e+04,3.570800e+04,3.395000e+04,6.900410e+03,6.815893e+03,1.660000e+02,1.660000e+02,0.000000e+00,0.000000e+00,1.792460e+03,1.691000e+03,7.070000e+02,7.100000e+01,7.309000e+03,3.467789e+04,1.129700e+04,1.202800e+04,8.634000e+03,3.536436e+04,1.185808e+04,1.209956e+04,3.298689e+04,3.395075e+04,5.825200e+01,8.817094e-01
X01.06.06,2006,6,42292.406,40362.197,39862.886,38070.197,34564.000,32835.000, 5199.886, 5136.197,   99.000,   99.000,    0.000,    0.000, 2429.520, 2292.000,  541.000,  233.000, 6178.000,33876.197,10173.000,12656.000, 8478.000,33876.197,10173.000,12656.000,31584.197,31584.197,   57.442,    1.000
juil.06,2006,7,42422.494,40392.536,39255.214,37404.536,34697.000,32901.000, 4464.214, 4409.536,   94.000,   94.000,    0.000,    0.000, 3167.280, 2988.000,  555.000,  623.000, 5589.000,34871.536,10475.000,13224.000, 8419.000,34871.536,10475.000,13224.000,31883.536,31883.536,   58.754,    1.000
aoet.06,2006,8,40960.843,38982.338,38734.843,36882.338,34502.000,32699.000, 4041.843, 3992.338,  191.000,  191.000,    0.000,    0.000, 2226.000, 2100.000,  522.000,  122.000, 7233.000,31349.338, 9992.000,11309.000, 7613.000,31349.338, 9992.000,11309.000,29249.338,29249.338,   55.173,    1.000
sept.06,2006,9,43190.464,41224.452,40112.224,38320.452,35570.000,33832.000, 4390.224, 4336.452,  152.000,  152.000,    0.000,    0.000, 3078.240, 2904.000,  578.000,  229.000, 7210.000,33665.452,10308.000,12365.000, 8405.000,33665.452,10308.000,12365.000,30761.452,30761.452,   56.750,    1.000
oct.06,2006,10,4.615369e+04,4.410277e+04,4.284119e+04,4.097777e+04,3.750800e+04,3.570700e+04,5.096192e+03,5.033773e+03,2.370000e+02,2.370000e+02,0.000000e+00,0.000000e+00,3.312500e+03,3.125000e+03,6.090000e+02,2.270000e+02,7.546000e+03,3.617477e+04,1.205000e+04,1.262000e+04,8.637000e+03,4.047684e+04,1.563836e+04,1.299266e+04,3.304977e+04,3.832637e+04,5.985500e+01,4.263526e-01
nov.06,2006,11,5.069811e+04,4.843633e+04,4.359929e+04,4.173933e+04,3.905800e+04,3.725000e+04,4.242291e+03,4.190331e+03,2.990000e+02,2.990000e+02,0.000000e+00,0.000000e+00,7.098820e+03,6.697000e+03,5.900000e+02,4.140000e+02,6.914000e+03,4.134633e+04,1.595200e+04,1.328100e+04,8.367000e+03,4.309479e+04,1.740223e+04,1.342080e+04,3.464933e+04,3.647303e+04,7.295600e+01,7.916608e-01
dec.06,2006,12,5.563369e+04,5.323354e+04,4.788085e+04,4.591954e+04,4.230600e+04,4.040900e+04,5.250854e+03,5.186541e+03,3.240000e+02,3.240000e+02,0.000000e+00,0.000000e+00,7.752840e+03,7.314000e+03,6.560000e+02,1.126000e+03,5.067000e+03,4.863654e+04,2.160800e+04,1.392500e+04,8.395000e+03,4.884546e+04,2.178272e+04,1.393898e+04,4.132254e+04,4.152237e+04,8.066500e+01,9.799479e-01
janv.07,2007,1,5.603322e+04,5.361821e+04,4.870120e+04,4.670121e+04,4.280500e+04,4.087200e+04,5.469201e+03,5.402214e+03,4.270000e+02,4.270000e+02,0.000000e+00,0.000000e+00,7.332020e+03,6.917000e+03,7.860000e+02,8.410000e+02,5.678000e+03,4.799521e+04,2.021700e+04,1.466300e+04,8.560000e+03,5.023511e+04,2.208743e+04,1.481987e+04,4.107821e+04,4.327712e+04,8.625500e+01,7.882924e-01
fevr.07,2007,2,5.044848e+04,4.832812e+04,4.385528e+04,4.210812e+04,3.784700e+04,3.616900e+04,5.647284e+03,5.578116e+03,3.610000e+02,3.610000e+02,0.000000e+00,0.000000e+00,6.593200e+03,6.220000e+03,6.620000e+02,5.340000e+02,5.672000e+03,4.252812e+04,1.741200e+04,1.315400e+04,7.872000e+03,4.493354e+04,1.941429e+04,1.332579e+04,3.630812e+04,3.870310e+04,7.780100e+01,7.421624e-01
X01.03.07,2007,3,52994.19266,50707.55261,45825.41266,43944.55261,38534.00000,36738.00000, 6928.41266, 6843.55261,  363.00000,  363.00000,    0.00000,    0.00000, 7168.78000, 6763.00000,  569.00000,  552.00000, 6157.00000,44533.55261,17717.00000,13929.00000, 8693.00000,44427.57676,17629.62936,13920.37651,37770.55261,37658.57339,   74.59300,    1.01239
avr.07,2007,4,4.296175e+04,4.096215e+04,3.908003e+04,3.730015e+04,3.343400e+04,3.172100e+04,5.460026e+03,5.393151e+03,1.860000e+02,1.860000e+02,0.000000e+00,0.000000e+00,3.881720e+03,3.662000e+03,6.830000e+02,6.750000e+02,5.318000e+03,3.563615e+04,1.224100e+04,1.221500e+04,8.330000e+03,3.957982e+04,1.553656e+04,1.254770e+04,3.197415e+04,3.663693e+04,6.781300e+01,4.697089e-01
X01.05.07,2007,5,4.327607e+04,4.131179e+04,4.007275e+04,3.828979e+04,3.351000e+04,3.180300e+04,6.201752e+03,6.125792e+03,3.610000e+02,3.610000e+02,0.000000e+00,0.000000e+00,3.203320e+03,3.022000e+03,7.120000e+02,3.930000e+02,6.051000e+03,3.494179e+04,1.137500e+04,1.206600e+04,8.796000e+03,3.640141e+04,1.257587e+04,1.221176e+04,3.191979e+04,3.385975e+04,5.819900e+01,7.612754e-01
X01.06.07,2007,6,42918.596,41027.337,40107.476,38375.337,32507.000,30865.000, 7359.476, 7269.337,  241.000,  241.000,    0.000,    0.000, 2811.120, 2652.000,  489.000,  227.000, 6979.000,33786.337,10290.000,12457.000, 8441.000,33786.337,10290.000,12457.000,31134.337,31134.337,   57.445,    1.000
juil.07,2007,7,43136.606,41164.692,40102.886,38302.692,33544.000,31820.000, 6220.886, 6144.692,  338.000,  338.000,    0.000,    0.000, 3033.720, 2862.000,  493.000,  621.000, 6360.000,34932.692,10480.000,12858.000, 8918.000,34932.692,10480.000,12858.000,32070.692,32070.692,   57.989,    1.000
aoet.07,2007,8,42258.665,40285.884,39783.565,37950.884,34381.000,32611.000, 5117.565, 5054.884,  285.000,  285.000,    0.000,    0.000, 2475.100, 2335.000,  415.000,  422.000, 7489.000,32803.884,10272.000,11625.000, 8372.000,32803.884,10272.000,11625.000,30468.884,30468.884,   56.804,    1.000
sept.07,2007,9,42699.121,40714.921,39343.161,37548.921,35046.000,33301.000, 4020.161, 3970.921,  277.000,  277.000,    0.000,    0.000, 3355.960, 3166.000,  525.000,  541.000, 5846.000,34884.921,10781.000,12529.000, 8910.000,34884.921,10781.000,12529.000,31718.921,31718.921,   60.748,    1.000
oct.07,2007,10,47477.495122,45369.820152,42932.215122,41081.820152,38698.000000,36896.000000, 3951.215122, 3902.820152,  283.000000,  283.000000,    0.000000,    0.000000, 4545.280000, 4288.000000,  769.000000,  929.000000, 4876.000000,40653.820152,14308.000000,13682.000000, 9415.000000,38905.246220,12885.408948,13495.753121,36365.820152,34106.536616,   72.396000,    1.276008
nov.07,2007,11,49911.280327,47551.361840,41456.720327,39575.361840,37646.000000,35806.000000, 3376.720327, 3335.361840,  434.000000,  434.000000,    0.000000,    0.000000, 8454.560000, 7976.000000,  832.000000, 2173.000000, 2810.000000,46082.361840,18587.000000,14454.000000, 8756.000000,44856.027919,17577.709314,14350.997895,38106.361840,36837.271064,   80.340000,    1.143547
dec.07,2007,12,56148.323590,53712.141436,47140.443590,45214.141436,41878.000000,40009.000000, 4678.443590, 4621.141436,  584.000000,  584.000000,    0.000000,    0.000000, 9007.880000, 8498.000000,  791.000000, 1809.000000, 3517.000000,51213.141436,23222.000000,14513.000000, 8346.000000,50308.853931,22468.884819,14452.447608,42715.141436,41873.037683,   88.960000,    1.083795
janv.08,2008,1,57526.417207,55059.358363,49612.457207,47593.358363,42867.000000,40923.000000, 6131.457207, 6056.358363,  614.000000,  614.000000,    0.000000,    0.000000, 7913.960000, 7466.000000,  806.000000,  798.000000, 5137.000000,49914.358363,21522.000000,15040.000000, 8527.000000,51687.744703,23002.003748,15161.944456,42448.358363,44152.900062,   82.876000,    0.839144
fevr.08,2008,2,5.258007e+04,5.032686e+04,4.563601e+04,4.377586e+04,4.070500e+04,3.890000e+04,4.503012e+03,4.447858e+03,4.280000e+02,4.280000e+02,0.000000e+00,0.000000e+00,6.944060e+03,6.551000e+03,6.870000e+02,5.200000e+02,4.864000e+03,4.529586e+04,1.922700e+04,1.380600e+04,7.994000e+03,4.661888e+04,2.033099e+04,1.390035e+04,3.874486e+04,4.004969e+04,7.935100e+01,8.642482e-01
X01.03.08,2008,3,52748.084433,50441.394738,45394.864433,43504.394738,39026.000000,37205.000000, 5671.864433, 5602.394738,  697.000000,  697.000000,    0.000000,    0.000000, 7353.220000, 6937.000000,  732.000000,  915.000000, 3989.000000,46635.394738,19472.000000,14152.000000, 8748.000000,45922.144883,18879.276686,14096.678561,39698.394738,38964.411686,   75.599000,    1.078489
avr.08,2008,4,47846.479292,45817.314196,43560.899292,41774.314196,35994.000000,34295.000000, 7150.899292, 7063.314196,  416.000000,  416.000000,    0.000000,    0.000000, 4285.580000, 4043.000000,  564.000000,  594.000000, 4391.000000,41456.314196,15296.000000,13548.000000, 9358.000000,40758.722855,14719.208065,13481.961405,37413.314196,36553.866781,   73.259000,    1.097966
X01.05.08,2008,5,43592.491753,41689.168464,41291.231753,39518.168464,33656.000000,31973.000000, 7353.231753, 7263.168464,  282.000000,  282.000000,    0.000000,    0.000000, 2301.260000, 2171.000000,  435.000000,  314.000000, 6131.000000,35437.168464,11422.000000,11985.000000, 9322.000000,39367.964281,14708.071113,12329.326627,33266.168464,38415.885076,   58.853000,    0.441451
X01.06.08,2008,6,42172.804,40242.499,38934.504,37187.499,30160.000,28517.000, 8491.504, 8387.499,  283.000,  283.000,    0.000,    0.000, 3238.300, 3055.000,  294.000,  446.000, 5625.000,34769.499,10520.000,12507.000, 9143.000,34769.499,10520.000,12507.000,31714.499,31714.499,   58.842,    1.000
juil.08,2008,7,43017.915,41010.168,40054.155,38214.168,33600.188,31835.000, 6106.967, 6032.168,  347.000,  347.000,    0.000,    0.000, 2963.760, 2796.000,  266.000,  642.000, 5424.000,35962.168,10642.000,13236.000, 9334.000,35962.168,10642.000,13236.000,33166.168,33166.168,   60.050,    1.000
aoet.08,2008,8,40665.545,38716.292,38541.305,36712.292,33806.000,32030.000, 4328.305, 4275.292,  407.000,  407.000,    0.000,    0.000, 2124.240, 2004.000,  266.000,  876.000, 6060.000,33266.292,10429.000,11489.000, 8454.000,33266.292,10429.000,11489.000,31262.292,31262.292,   57.308,    1.000
sept.08,2008,9,41740.035,39848.664,38213.415,36521.664,32871.000,31239.000, 4878.415, 4818.664,  464.000,  464.000,    0.000,    0.000, 3526.620, 3327.000,  496.000,  878.000, 4567.000,35663.664,11174.000,12758.000, 9060.000,35663.664,11174.000,12758.000,32336.664,32336.664,   61.166,    1.000
oct.08,2008,10,44706.814307,42686.081694,39934.694307,38184.081694,35654.000000,33950.000000, 3805.694307, 3759.081694,  475.000000,  475.000000,    0.000000,    0.000000, 4772.120000, 4502.000000,  639.000000, 1577.000000, 3057.000000,40567.081694,14734.000000,13568.000000, 8942.000000,38819.118964,13308.486552,13388.736343,36065.081694,33887.222144,   75.210000,    1.267783
nov.08,2008,11,50557.817971,48354.127589,43633.897971,41822.127589,37872.000000,36123.000000, 5124.897971, 5062.127589,  637.000000,  637.000000,    0.000000,    0.000000, 6923.920000, 6532.000000,  597.000000,  940.000000, 4368.000000,44329.127589,18973.000000,13474.000000, 7742.000000,44106.400446,18787.668385,13457.406118,37797.127589,37574.733223,   82.552000,    1.024661
dec.08,2008,12,57667.699857,55179.263391,49592.619857,47561.263391,43270.000000,41308.000000, 5662.619857, 5593.263391,  660.000000,  660.000000,    0.000000,    0.000000, 8075.080000, 7618.000000,  697.000000, 1395.000000, 4263.000000,51614.263391,24651.000000,14606.000000, 7201.000000,50181.529339,23453.985635,14513.410402,43996.263391,42689.038435,   84.426000,    1.127592
