Periode,Année,Mois,Production totale brute d'electricite (en GWh),Production totale nette d'electricite (en GWh),Production brute d'electricite primaire (en GWh),Production nette d'electricite primaire (en GWh),Production brute d'electricite nucleaire (en GWh),Production nette d'electricite nucleaire (en GWh),Production brute d'electricite hydraulique (en GWh),Production nette d'electricite hydraulique (en GWh),Production brute d'electricite eolienne (en GWh),Production nette d'electricite eolienne (en GWh),Production brute d'electricite photovoltaeque (en GWh),Production nette d'electricite photovoltaeque (en GWh),Production brute d'electricite thermique (en GWh),Production nette d'electricite thermique (en GWh),electricite absorbee pour les pompages (en GWh),Total des importations physiques d'electricite (en GWh),Total des exportations physiques d'electricite (en GWh),Energie appelee reelle yc pertes (consommation calculee yc pertes) (en GWh),Livraisons en basse tension (BT : FC + Corse) (en GWh),Livraisons en moyenne tension (MT : FC + Corse) (en GWh),Livraisons en haute tension (en GWh),Energie appelee reelle yc pertes corrigee du climat (en GWh),Livraisons en basse tension corrigees du climat (en GWh),Livraisons en moyenne tension corrigees du climat (en GWh),Consommation d'electricite primaire (en GWh),Consommation d'electricite primaire corrigee du climat (en GWh),Puissance maximale appelee (en GW),Indice de rigueur climatique pour la France metropolitaine (ref.1 pour la periode 1986-2015) (sans unite)
sept.91,1991,9,33219.479,31655.000,29026.119,27699.000,25693.298,24407.000, 3332.821, 3292.000,    0.000,    0.000,    0.000,    0.000, 4193.360, 3956.000,  495.000,  253.000, 4900.000,26513.000, 9389.000, 6316.000, 8236.000,26513.000, 9389.000, 6316.000,22557.000,22557.000,   45.200,    1.000
oct.91,1991,10,38362.733078,36610.000000,33662.693078,32176.000000,28411.374278,26989.000000, 5251.318800, 5187.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4700.040000, 4434.000000,  463.000000,  462.000000, 4978.000000,31631.000000,12918.000000, 7058.000000, 8611.000000,29537.549413,11162.119823, 6921.892192,27197.000000,24851.418000,   55.600000,    1.393268
nov.91,1991,11,41857.1077,39938.0000,35680.4877,34111.0000,29947.2665,28448.0000, 5733.2212, 5663.0000,    0.0000,    0.0000,    0.0000,    0.0000, 6176.6200, 5827.0000,  457.0000,  344.0000, 4912.0000,34913.0000,16154.0000, 6641.0000, 7936.0000,34077.6681,15456.0052, 6603.7219,29086.0000,28318.6754,   59.5000,    1.1129
dec.91,1991,12,45875.894520,43729.000000,38197.254520,36485.000000,32907.464520,31260.000000, 5289.790000, 5225.000000,    0.000000,    0.000000,    0.000000,    0.000000, 7678.640000, 7244.000000,  310.000000,  500.000000, 5118.000000,38801.000000,20565.000000, 6791.000000, 7095.000000,37470.324848,19432.615759, 6741.891763,31557.000000,30490.932958,   64.200000,    1.145681
janv.92,1992,1,47757.612800,45493.000000,38608.752800,36862.000000,33686.464000,32000.000000, 4922.288800, 4862.000000,    0.000000,    0.000000,    0.000000,    0.000000, 9148.860000, 8631.000000,  237.000000,  541.000000, 5150.000000,40647.000000,21467.000000, 7379.000000, 7356.000000,39247.194612,20274.144858, 7325.127102,32016.000000,30924.317045,   64.000000,    1.147091
fevr.92,1992,2,42063.060712,40073.000000,34440.600712,32882.000000,30060.958312,28556.000000, 4379.642400, 4326.000000,    0.000000,    0.000000,    0.000000,    0.000000, 7622.460000, 7191.000000,  235.000000,  513.000000, 4470.000000,35881.000000,17705.000000, 6829.000000, 6933.000000,35743.251896,17589.784161, 6823.413197,28690.000000,28577.687007,   62.400000,    1.016375
X1992.03.01,1992,3,4.140049e+04,3.945800e+04,3.562243e+04,3.400700e+04,3.118103e+04,2.962000e+04,4.441399e+03,4.387000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.778060e+03,5.451000e+03,3.410000e+02,4.920000e+02,4.886000e+03,3.472300e+04,1.615900e+04,6.943000e+03,8.053000e+03,3.477985e+04,1.620741e+04,6.945593e+03,2.927200e+04,2.932456e+04,5.640000e+01,9.925322e-01
avr.92,1992,4,38422.41010,36686.00000,33800.81010,32326.00000,28052.40290,26648.00000, 5748.40720, 5678.00000,    0.00000,    0.00000,    0.00000,    0.00000, 4621.60000, 4360.00000,  342.00000,  341.00000, 4994.00000,31691.00000,13684.00000, 6728.00000, 8427.00000,30961.56393,13060.14323, 6688.06557,27331.00000,26569.49715,   55.90000,    1.11942
X1992.05.01,1992,5,3.438289e+04,3.287100e+04,3.154739e+04,3.019600e+04,2.551855e+04,2.424100e+04,6.028842e+03,5.955000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.835500e+03,2.675000e+03,4.870000e+02,3.940000e+02,4.802000e+03,2.797600e+04,1.034400e+04,6.113000e+03,8.590000e+03,2.933018e+04,1.147985e+04,6.189552e+03,2.530100e+04,2.689781e+04,4.720000e+01,7.526426e-01
X1992.06.01,1992,6,32791.726,31438.000,30662.186,29429.000,22679.412,21544.000, 7982.774, 7885.000,    0.000,    0.000,    0.000,    0.000, 2129.540, 2009.000,  454.000,  434.000, 4364.000,27054.000, 9654.000, 6545.000, 8605.000,27054.000, 9654.000, 6545.000,25045.000,25045.000,   45.200,    1.000
juil.92,1992,7,34178.959,32719.000,31611.639,30297.000,24525.851,23298.000, 7085.788, 6999.000,    0.000,    0.000,    0.000,    0.000, 2567.320, 2422.000,  418.000,  276.000, 4657.000,27920.000, 9905.000, 6569.000, 9123.000,27920.000, 9905.000, 6569.000,25498.000,25498.000,   45.600,    1.000
aoet.92,1992,8,31938.055,30494.000,29470.375,28166.000,24947.985,23699.000, 4522.391, 4467.000,    0.000,    0.000,    0.000,    0.000, 2467.680, 2328.000,  463.000,  272.000, 4829.000,25474.000, 9748.000, 5367.000, 8180.000,25474.000, 9748.000, 5367.000,23146.000,23146.000,   43.800,    1.000
sept.92,1992,9,34259.663,32692.000,30646.123,29283.000,26120.695,24813.000, 4525.428, 4470.000,    0.000,    0.000,    0.000,    0.000, 3613.540, 3409.000,  425.000,  293.000, 4736.000,27824.000,10021.000, 6668.000, 8563.000,27824.000,10021.000, 6668.000,24415.000,24415.000,   47.700,    1.000
oct.92,1992,10,40430.251718,38628.000000,35830.911718,34289.000000,29169.319718,27709.000000, 6661.592000, 6580.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4599.340000, 4339.000000,  572.000000,  450.000000, 5063.000000,33443.000000,14301.000000, 7095.000000, 8585.000000,29680.233643,11168.111765, 6854.641273,29104.000000,24911.142961,   56.600000,    1.701302
nov.92,1992,11,4.041917e+04,3.871500e+04,3.776175e+04,3.620800e+04,2.949955e+04,2.804700e+04,8.262196e+03,8.161000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.657420e+03,2.507000e+03,5.310000e+02,2.720000e+02,5.241000e+03,3.321500e+04,1.567300e+04,6.775000e+03,7.387000e+03,3.439717e+04,1.668320e+04,6.826671e+03,3.070800e+04,3.186572e+04,5.920000e+01,8.486198e-01
dec.92,1992,12,4.479120e+04,4.288000e+04,4.179458e+04,4.005300e+04,3.324182e+04,3.160500e+04,8.552755e+03,8.448000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.996620e+03,2.827000e+03,5.000000e+02,4.590000e+02,5.341000e+03,3.749800e+04,1.911900e+04,7.038000e+03,7.284000e+03,3.762109e+04,1.922397e+04,7.042807e+03,3.467100e+04,3.478496e+04,6.060000e+01,9.863492e-01
janv.93,1993,1,4.540449e+04,4.332900e+04,4.095567e+04,3.913200e+04,3.570637e+04,3.394700e+04,5.249294e+03,5.185000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.448820e+03,4.197000e+03,4.500000e+02,4.650000e+02,5.740000e+03,3.760400e+04,1.914200e+04,6.886000e+03,7.033000e+03,3.902243e+04,2.033807e+04,6.936995e+03,3.340700e+04,3.462890e+04,7.000000e+01,8.529764e-01
fevr.93,1993,2,42741.927663,40756.000000,37225.687663,35552.000000,32889.578463,31269.000000, 4336.109200, 4283.000000,    0.000000,    0.000000,    0.000000,    0.000000, 5516.240000, 5204.000000,  336.000000,  388.000000, 5310.000000,35498.000000,18374.000000, 6688.000000, 6561.000000,34391.116643,17432.779470, 6643.165755,30294.000000,29343.424107,   62.200000,    1.134979
X1993.03.01,1993,3,43264.20953,41255.00000,38624.58953,36878.00000,34395.79473,32701.00000, 4228.79480, 4177.00000,    0.00000,    0.00000,    0.00000,    0.00000, 4639.62000, 4377.00000,  341.00000,  342.00000, 5958.00000,35298.00000,17064.00000, 7276.00000, 7478.00000,34648.40884,16508.90452, 7245.54696,30921.00000,30309.52346,   64.00000,    1.08406
avr.93,1993,4,3.823839e+04,3.651600e+04,3.552267e+04,3.395400e+04,3.061658e+04,2.910800e+04,4.906090e+03,4.846000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.715720e+03,2.562000e+03,4.650000e+02,2.400000e+02,5.615000e+03,3.067600e+04,1.303100e+04,6.645000e+03,7.801000e+03,3.140488e+04,1.364621e+04,6.682659e+03,2.811400e+04,2.889562e+04,5.310000e+01,8.872933e-01
X1993.05.01,1993,5,3.513916e+04,3.363400e+04,3.323858e+04,3.184100e+04,2.675112e+04,2.543300e+04,6.487459e+03,6.408000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.900580e+03,1.793000e+03,4.250000e+02,1.560000e+02,5.226000e+03,2.813900e+04,1.064700e+04,6.041000e+03,8.563000e+03,2.869309e+04,1.111242e+04,6.072794e+03,2.634600e+04,2.702514e+04,4.760000e+01,8.952919e-01
X1993.06.01,1993,6,33831.49,32413.00,32299.79,30968.00,25284.87,24039.00, 7014.92, 6929.00,    0.00,    0.00,    0.00,    0.00, 1531.70, 1445.00,  345.00,  220.00, 4718.00,27570.00, 9866.00, 6630.00, 8596.00,27570.00, 9866.00, 6630.00,26125.00,26125.00,   46.20,    1.00
juil.93,1993,7,34896.748,33401.000,33422.288,32010.000,27087.701,25753.000, 6334.587, 6257.000,    0.000,    0.000,    0.000,    0.000, 1474.460, 1391.000,  325.000,  263.000, 5223.000,28116.000, 9996.000, 6416.000, 9095.000,28116.000, 9996.000, 6416.000,26725.000,26725.000,   46.400,    1.000
aoet.93,1993,8,32500.981,31053.000,30888.721,29532.000,26425.050,25123.000, 4463.672, 4409.000,    0.000,    0.000,    0.000,    0.000, 1612.260, 1521.000,  310.000,  296.000, 5339.000,25700.000,10055.000, 5398.000, 8108.000,25700.000,10055.000, 5398.000,24179.000,24179.000,   45.100,    1.000
sept.93,1993,9,35586.161,34003.000,33913.481,32425.000,28983.093,27555.000, 4930.388, 4870.000,    0.000,    0.000,    0.000,    0.000, 1672.680, 1578.000,  415.000,  341.000, 5527.000,28402.000,10699.000, 6648.000, 8429.000,28402.000,10699.000, 6648.000,26824.000,26824.000,   50.100,    1.000
oct.93,1993,10,39220.448443,37565.000000,36969.008443,35441.000000,29039.891643,27609.000000, 7929.116800, 7832.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2251.440000, 2124.000000,  358.000000,  232.000000, 4895.000000,32544.000000,14201.000000, 6944.000000, 7637.000000,29531.698945,11716.242669, 6764.670281,30420.000000,26986.104528,   56.800000,    1.530195
nov.93,1993,11,44240.835697,42250.000000,40030.515697,38278.000000,34090.764897,32411.000000, 5939.750800, 5867.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4210.320000, 3972.000000,  220.000000,  329.000000, 5534.000000,36825.000000,18693.000000, 6964.000000, 7141.000000,33820.412646,16151.324251, 6829.655218,32853.000000,30018.644403,   64.100000,    1.393416
dec.93,1993,12,4.647346e+04,4.440800e+04,4.355634e+04,4.165600e+04,3.691702e+04,3.509800e+04,6.639319e+03,6.558000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.917120e+03,2.752000e+03,1.970000e+02,3.910000e+02,6.008000e+03,3.859400e+04,1.945600e+04,7.332000e+03,7.274000e+03,3.987298e+04,2.053627e+04,7.380530e+03,3.584200e+04,3.701010e+04,6.400000e+01,8.684929e-01
janv.94,1994,1,4.699882e+04,4.490600e+04,4.319236e+04,4.131500e+04,3.477932e+04,3.300500e+04,8.413044e+03,8.310000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.806460e+03,3.591000e+03,1.670000e+02,4.570000e+02,5.803000e+03,3.939300e+04,2.013100e+04,7.301000e+03,7.343000e+03,4.033563e+04,2.092820e+04,7.335930e+03,3.580200e+04,3.663940e+04,6.690000e+01,9.047698e-01
fevr.94,1994,2,4.213525e+04,4.023200e+04,3.801397e+04,3.634400e+04,3.106587e+04,2.948100e+04,6.948101e+03,6.863000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.121280e+03,3.888000e+03,7.200000e+01,3.580000e+02,5.413000e+03,3.510500e+04,1.776800e+04,6.727000e+03,6.720000e+03,3.557912e+04,1.817089e+04,6.745696e+03,3.121700e+04,3.163789e+04,6.260000e+01,9.445695e-01
X1994.03.01,1994,3,4.124318e+04,3.941000e+04,3.801866e+04,3.636800e+04,3.056639e+04,2.900700e+04,7.452276e+03,7.361000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.224520e+03,3.042000e+03,5.700000e+01,2.610000e+02,5.850000e+03,3.376400e+04,1.496900e+04,7.237000e+03,7.752000e+03,3.533648e+04,1.629011e+04,7.311115e+03,3.072200e+04,3.229337e+04,5.570000e+01,7.972531e-01
avr.94,1994,4,40382.157384,38611.000000,36631.877384,35073.000000,28636.954584,27176.000000, 7994.922800, 7897.000000,    0.000000,    0.000000,    0.000000,    0.000000, 3750.280000, 3538.000000,   86.000000,  324.000000, 5304.000000,33545.000000,15059.000000, 6811.000000, 8243.000000,31981.012862,13736.047486, 6729.977416,30007.000000,28367.702108,   57.700000,    1.240781
X1994.05.01,1994,5,3.558585e+04,3.405800e+04,3.287437e+04,3.150000e+04,2.506471e+04,2.378600e+04,7.809654e+03,7.714000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.711480e+03,2.558000e+03,1.760000e+02,2.040000e+02,4.939000e+03,2.914700e+04,1.085200e+04,6.604000e+03,8.995000e+03,2.935765e+04,1.102983e+04,6.617336e+03,2.658900e+04,2.684872e+04,4.830000e+01,9.596932e-01
X1994.06.01,1994,6,34762.731,33249.000,32372.431,30994.000,25328.151,24036.000, 7044.279, 6958.000,    0.000,    0.000,    0.000,    0.000, 2390.300, 2255.000,  257.000,  247.000, 4475.000,28764.000,10254.000, 6962.000, 8954.000,28764.000,10254.000, 6962.000,26509.000,26509.000,   47.700,    1.000
juil.94,1994,7,36449.640,34809.000,33899.280,32403.000,27885.624,26463.000, 6013.656, 5940.000,    0.000,    0.000,    0.000,    0.000, 2550.360, 2406.000,  365.000,  324.000, 5392.000,29376.000,10584.000, 6726.000, 9401.000,29376.000,10584.000, 6726.000,26970.000,26970.000,   48.600,    1.000
aoet.94,1994,8,33990.237,32423.000,32475.497,30994.000,27954.119,26528.000, 4521.378, 4466.000,    0.000,    0.000,    0.000,    0.000, 1514.740, 1429.000,  349.000,  328.000, 5578.000,26824.000,10135.000, 5912.000, 8557.000,26824.000,10135.000, 5912.000,25395.000,25395.000,   47.100,    1.000
sept.94,1994,9,36325.857,34685.000,34475.097,32939.000,28730.739,27265.000, 5744.358, 5674.000,    0.000,    0.000,    0.000,    0.000, 1850.760, 1746.000,  337.000,  360.000, 5320.000,29388.000,11037.000, 6972.000, 8675.000,29388.000,11037.000, 6972.000,27642.000,27642.000,   50.700,    1.000
oct.94,1994,10,39967.761932,38161.000000,37300.801932,35645.000000,30925.719132,29348.000000, 6375.082800, 6297.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2666.960000, 2516.000000,  405.000000,  254.000000, 6041.000000,31969.000000,13192.000000, 7170.000000, 8229.000000,31388.597672,12706.973323, 7135.952481,29453.000000,28793.567667,   55.400000,    1.095425
nov.94,1994,11,4.117730e+04,3.934500e+04,3.897674e+04,3.726900e+04,3.173606e+04,3.011700e+04,7.240685e+03,7.152000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.200560e+03,2.076000e+03,4.140000e+02,2.750000e+02,6.257000e+03,3.294900e+04,1.451700e+04,7.076000e+03,7.764000e+03,3.553371e+04,1.670228e+04,7.193650e+03,3.087300e+04,3.350307e+04,5.880000e+01,6.729069e-01
dec.94,1994,12,4.675690e+04,4.458700e+04,4.335536e+04,4.137800e+04,3.730728e+04,3.540400e+04,6.048078e+03,5.974000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.401540e+03,3.209000e+03,4.170000e+02,3.260000e+02,6.514000e+03,3.798200e+04,1.889300e+04,7.132000e+03,7.737000e+03,3.934487e+04,2.005252e+04,7.183926e+03,3.477300e+04,3.602279e+04,6.450000e+01,8.554397e-01
janv.95,1995,1,5.053773e+04,4.832200e+04,4.661891e+04,4.462500e+04,3.880723e+04,3.690900e+04,7.811678e+03,7.716000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.918820e+03,3.697000e+03,3.700000e+02,2.680000e+02,6.852000e+03,4.136800e+04,2.115800e+04,7.636000e+03,7.856000e+03,4.178335e+04,2.151031e+04,7.651666e+03,3.767100e+04,3.804488e+04,6.680000e+01,9.590528e-01
fevr.95,1995,2,4.124963e+04,3.949100e+04,3.920277e+04,3.756000e+04,3.170797e+04,3.015700e+04,7.494797e+03,7.403000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.046860e+03,1.931000e+03,2.090000e+02,2.010000e+02,6.095000e+03,3.338800e+04,1.608100e+04,6.689000e+03,7.012000e+03,3.571426e+04,1.806300e+04,6.782021e+03,3.145700e+04,3.367396e+04,5.960000e+01,7.256827e-01
X1995.03.01,1995,3,46393.29591,44406.00000,42853.95591,41067.00000,34420.66391,32737.00000, 8433.29200, 8330.00000,    0.00000,    0.00000,    0.00000,    0.00000, 3539.34000, 3339.00000,  190.00000,  184.00000, 6841.00000,37559.00000,17582.00000, 7590.00000, 8383.00000,36429.34732,16626.88603, 7535.88860,34220.00000,33079.85744,   59.40000,    1.14361
avr.95,1995,4,40141.952350,38400.000000,37268.292350,35689.000000,30622.898750,29125.000000, 6645.393600, 6564.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2873.660000, 2711.000000,  216.000000,  248.000000, 6060.000000,32372.000000,14284.000000, 6816.000000, 8157.000000,31969.690874,13941.283547, 6795.119576,29661.000000,29229.867961,   55.600000,    1.061457
X1995.05.01,1995,5,38124.358670,36525.000000,35843.238670,34373.000000,28124.701070,26749.000000, 7718.537600, 7624.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2281.120000, 2152.000000,  296.000000,  167.000000, 5950.000000,30446.000000,11550.000000, 6953.000000, 9153.000000,29756.558804,10969.434361, 6907.303217,28294.000000,27423.164910,   52.800000,    1.132314
X1995.06.01,1995,6,36830.760,35271.000,33995.260,32596.000,26806.208,25495.000, 7189.052, 7101.000,    0.000,    0.000,    0.000,    0.000, 2835.500, 2675.000,  405.000,  182.000, 5445.000,29603.000,10717.000, 7010.000, 9205.000,29603.000,10717.000, 7010.000,26928.000,26928.000,   49.300,    1.000
juil.95,1995,7,37612.172,35983.000,34461.852,33011.000,28057.410,26685.000, 6404.442, 6326.000,    0.000,    0.000,    0.000,    0.000, 3150.320, 2972.000,  370.000,  179.000, 5868.000,29924.000,10845.000, 6968.000, 9550.000,29924.000,10845.000, 6968.000,26952.000,26952.000,   49.500,    1.000
aoet.95,1995,8,35805.736,34205.000,33493.876,32024.000,28899.605,27486.000, 4594.271, 4538.000,    0.000,    0.000,    0.000,    0.000, 2311.860, 2181.000,  331.000,  149.000, 6139.000,27884.000,10469.000, 6210.000, 8805.000,27884.000,10469.000, 6210.000,25703.000,25703.000,   48.500,    1.000
sept.95,1995,9,37100.644,35454.000,33261.324,31832.000,27871.306,26508.000, 5390.018, 5324.000,    0.000,    0.000,    0.000,    0.000, 3839.320, 3622.000,  430.000,  118.000, 6195.000,28947.000,11056.000, 6973.000, 8233.000,28947.000,11056.000, 6973.000,25325.000,25325.000,   50.400,    1.000
oct.95,1995,10,3.911742e+04,3.735300e+04,3.585156e+04,3.427200e+04,3.110340e+04,2.958200e+04,4.748156e+03,4.690000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.265860e+03,3.081000e+03,5.480000e+02,2.080000e+02,6.371000e+03,3.064200e+04,1.201900e+04,7.410000e+03,7.997000e+03,3.443275e+04,1.521223e+04,7.609670e+03,2.756100e+04,3.153242e+04,5.160000e+01,4.752203e-01
nov.95,1995,11,43821.86465,41808.00000,39041.26465,37298.00000,34502.67545,32815.00000, 4538.58920, 4483.00000,    0.00000,    0.00000,    0.00000,    0.00000, 4780.60000, 4510.00000,  468.00000,  270.00000, 6209.00000,35401.00000,16789.00000, 7222.00000, 7525.00000,35197.03239,16616.65229, 7212.64881,30891.00000,30699.94831,   62.20000,    1.02593
dec.95,1995,12,46235.357730,44153.000000,42068.497730,40222.000000,36306.929330,34531.000000, 5761.568400, 5691.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4166.860000, 3931.000000,  397.000000,  686.000000, 4676.000000,39766.000000,21091.000000, 7143.000000, 6978.000000,38825.343282,20293.006526, 7108.060709,35835.000000,35008.992840,   64.400000,    1.098309
janv.96,1996,1,4.993409e+04,4.775400e+04,4.581175e+04,4.386500e+04,3.864093e+04,3.678200e+04,7.170829e+03,7.083000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.122340e+03,3.889000e+03,4.770000e+02,4.050000e+02,6.596000e+03,4.108600e+04,2.054100e+04,7.839000e+03,8.130000e+03,4.171129e+04,2.107188e+04,7.863765e+03,3.719700e+04,3.776791e+04,6.660000e+01,9.370153e-01
fevr.96,1996,2,47985.7837,45872.0000,42478.0237,40676.0000,35743.5389,34024.0000, 6734.4848, 6652.0000,    0.0000,    0.0000,    0.0000,    0.0000, 5507.7600, 5196.0000,  401.0000,  570.0000, 5926.0000,40115.0000,20782.0000, 7329.0000, 7450.0000,38427.3653,19352.9795, 7261.9722,34919.0000,33437.5849,   69.6000,    1.1846
X1996.03.01,1996,3,46669.230999,44594.000000,41936.330999,40129.000000,36076.559799,34341.000000, 5859.771200, 5788.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4732.900000, 4465.000000,  446.000000,  483.000000, 6329.000000,38302.000000,18254.000000, 7570.000000, 8205.000000,36741.278481,16940.082646, 7497.311105,33837.000000,32332.331605,   63.500000,    1.193907
avr.96,1996,4,41422.020127,39578.000000,38203.860127,36542.000000,33294.732527,31693.000000, 4909.127600, 4849.000000,    0.000000,    0.000000,    0.000000,    0.000000, 3218.160000, 3036.000000,  508.000000,  249.000000, 5995.000000,33324.000000,13980.000000, 7196.000000, 8801.000000,33267.637815,13932.372344, 7192.926383,30288.000000,30226.003651,   62.800000,    1.008546
X1996.05.01,1996,5,39416.972990,37734.000000,36827.392990,35291.000000,30266.028590,28810.000000, 6561.364400, 6481.000000,    0.000000,    0.000000,    0.000000,    0.000000, 2589.580000, 2443.000000,  490.000000,  242.000000, 5700.000000,31786.000000,12554.000000, 6885.000000, 9179.000000,28898.217905,10151.827762, 6687.205335,29343.000000,25694.963624,   53.000000,    1.591562
X1996.06.01,1996,6,36781.758,35211.000,33794.678,32393.000,27545.133,26220.000, 6249.545, 6173.000,    0.000,    0.000,    0.000,    0.000, 2987.080, 2818.000,  474.000,  276.000, 5661.000,29352.000,10849.000, 6955.000, 9045.000,29352.000,10849.000, 6955.000,26534.000,26534.000,   49.400,    1.000
juil.96,1996,7,38335.537,36664.000,35489.437,33979.000,29999.192,28556.000, 5490.245, 5423.000,    0.000,    0.000,    0.000,    0.000, 2846.100, 2685.000,  481.000,  287.000, 5709.000,30761.000,11201.000, 7350.000, 9776.000,30761.000,11201.000, 7350.000,28076.000,28076.000,   50.500,    1.000
aoet.96,1996,8,35344.634,33794.000,34173.334,32689.000,29720.799,28291.000, 4452.535, 4398.000,    0.000,    0.000,    0.000,    0.000, 1171.300, 1105.000,  429.000,  197.000, 5842.000,27720.000,10630.000, 5926.000, 8747.000,27720.000,10630.000, 5926.000,26615.000,26615.000,   48.300,    1.000
sept.96,1996,9,37947.751,36248.000,34981.871,33450.000,30770.287,29290.000, 4211.584, 4160.000,    0.000,    0.000,    0.000,    0.000, 2965.880, 2798.000,  403.000,  199.000, 5817.000,30227.000,11504.000, 7013.000, 9146.000,30227.000,11504.000, 7013.000,27429.000,27429.000,   52.100,    1.000
oct.96,1996,10,42764.912505,40837.000000,38622.432505,36929.000000,34032.210905,32395.000000, 4590.221600, 4534.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4142.480000, 3908.000000,  586.000000,  180.000000, 6446.000000,33985.000000,13601.000000, 7719.000000, 9297.000000,33397.374025,13107.748054, 7682.861200,30077.000000,29412.905475,   55.500000,    1.094076
nov.96,1996,11,45575.035302,43562.000000,40988.415302,39235.000000,34896.804502,33218.000000, 6091.610800, 6017.000000,    0.000000,    0.000000,    0.000000,    0.000000, 4586.620000, 4327.000000,  609.000000,  214.000000, 6280.000000,36887.000000,17665.000000, 7356.000000, 7836.000000,36148.640357,17040.833715, 7322.474340,32560.000000,31859.828938,   64.700000,    1.091569
dec.96,1996,12,50144.412095,47991.000000,44832.752095,42980.000000,36353.902095,34605.000000, 8478.850000, 8375.000000,    0.000000,    0.000000,    0.000000,    0.000000, 5311.660000, 5011.000000,  532.000000,  315.000000, 6127.000000,41647.000000,21909.000000, 7407.000000, 7500.000000,40146.185046,20638.823873, 7350.453833,36636.000000,35331.360242,   67.900000,    1.153858
janv.97,1997,1,51914.824113,49585.000000,44865.824113,42935.000000,37149.311313,35313.000000, 7716.512800, 7622.000000,    0.000000,    0.000000,    0.000000,    0.000000, 7049.000000, 6650.000000,  350.000000,  801.000000, 5656.000000,44380.000000,24127.000000, 7862.000000, 7560.000000,42163.956307,22234.930905, 7779.253592,37730.000000,35897.208204,   68.900000,    1.212736
fevr.97,1997,2,4.330992e+04,4.136200e+04,3.881128e+04,3.711800e+04,3.275510e+04,3.113600e+04,6.056177e+03,5.982000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.498640e+03,4.244000e+03,3.940000e+02,4.400000e+02,5.703000e+03,3.570500e+04,1.772000e+04,7.303000e+03,6.956000e+03,3.764769e+04,1.938088e+04,7.382078e+03,3.146100e+04,3.316635e+04,6.560000e+01,7.857581e-01
X1997.03.01,1997,3,4.217808e+04,4.027600e+04,3.974432e+04,3.798000e+04,3.435835e+04,3.266000e+04,5.385968e+03,5.320000e+03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.433760e+03,2.296000e+03,4.860000e+02,2.720000e+02,6.191000e+03,3.387100e+04,1.544500e+04,7.108000e+03,7.734000e+03,3.554538e+04,1.686653e+04,7.183681e+03,3.157500e+04,3.325675e+04,5.550000e+01,7.892974e-01
avr.97,1997,4,41751.38960,39839.00000,39448.00960,37666.00000,34931.69321,33205.00000, 4516.31640, 4461.00000,    0.00000,    0.00000,    0.00000,    0.00000, 2303.38000, 2173.00000,  436.00000,  221.00000, 6017.00000,33607.00000,13786.00000, 7525.00000, 9186.00000,33278.37802,13507.15714, 7505.63164,31434.00000,31049.40808,   55.70000,    1.05161
X1997.05.01,1997,5,38647.073722,36942.000000,37088.873722,35472.000000,31267.573722,29722.000000, 5821.300000, 5750.000000,    0.000000,    0.000000,    0.000000,    0.000000, 1558.200000, 1470.000000,  541.000000,  274.000000, 5622.000000,31053.000000,11992.000000, 6971.000000, 9349.000000,31441.566643,12322.798171, 6994.470298,29583.000000,30067.282973,   53.000000,    0.932889
